journal             human               resources           12
eao                 t                   aed                 1
earings             epo                 column              1
earlier             expectation         total               1
earlier             implicit            standard            1
early               foundations         poverty             1
early               studies             seem                1
early               studies             were                1
earn                more                than                1
earned              income              transfers           1
earned              nonlabor            income              1
earners             found               yearly              1
earners             however             methodology         1
earners             undoubtedly         reporting           1
earnings            average             earnings            1
earnings            averge              gap                 1
earnings            below               known               1
earnings            below               total               1
earnings            both                seem                1
earnings            c                   percent             1
earnings            cash                transfers           1
earnings            changes             transfers           1
earnings            confirmed           nls                 1
earnings            contribute          substantially       1
earnings            deficit             aed                 1
earnings            deficit             analogous           1
earnings            deficit             can                 1
earnings            deficit             has                 1
earnings            deficit             hence               1
earnings            deficit             real                1
earnings            deficit             y                   1
earnings            deficits            rather              1
earnings            did                 rise                1
earnings            distribu            tion                1
earnings            distribution        i                   1
earnings            distribution        may                 1
earnings            distribution        moved               1
earnings            distribution        o                   1
earnings            distribution        roughly             1
earnings            distribution        unemployment        1
earnings            enough              labor               1
earnings            equally             applicable          1
earnings            gap                 aed                 1
earnings            gaps                accompany           1
earnings            gaps                easy                1
earnings            gaps                resulting           1
earnings            greater             than                1
earnings            groups              like                1
earnings            hence               smaller             1
earnings            impact              mostly              1
earnings            l                   would               1
earnings            let                 x                   1
earnings            mean                u                   1
earnings            one                 dollar              1
earnings            oxford              clarendon           1
earnings            partially           explains            1
earnings            poor                before              1
earnings            poor                group               1
earnings            poor                increasing          1
earnings            poor                necessary           1
earnings            poor                population          1
earnings            poor                seems               1
earnings            poor                start               1
earnings            poor                thus                1
earnings            poor                zero                1
earnings            posttransfer        poverty             1
earnings            poverty             after               1
earnings            poverty             change              1
earnings            poverty             ep                  1
earnings            poverty             estimate            1
earnings            poverty             estimates           1
earnings            poverty             hence               1
earnings            poverty             line                1
earnings            poverty             over                1
earnings            poverty             past                1
earnings            poverty             posttransfer        1
earnings            poverty             projections         1
earnings            poverty             reduced             1
earnings            poverty             shown               1
earnings            poverty             trend               1
earnings            poverty             used                1
earnings            poverty             when                1
earnings            povertya            u                   1
earnings            received            poor                1
earnings            shortfall           given               1
earnings            shortfall           relative            1
earnings            shortfalls          develop             1
earnings            substantially       higher              1
earnings            those               backwash            1
earnings            those               earnings            1
earnings            those               positive            1
earnings            transfers           poverty             1
earnings            transfers           received            1
earnings            u                   against             1
earnings            unpublished         table               1
earnings            via                 labor               1
earnings            were                distributed         1
earnings            would               increase            1
easily              inserted            since               1
easily              simulate            under               1
easy                target              funds               1
econo               mic                 growth              1
economic            growth              after               1
economic            growth              did                 1
economic            growth              extent              1
economic            growth              hence               1
economic            growth              per                 1
economic            growth              trickle             1
economic            well                being               1
economics           bowdoin             college             1
economics           greenwich           conn                1
economy             has                 experienced         1
edgar               k                   browning            1
eds                 glen                g                   1
education           welfare             measurement         1
effect              aed                 actual              1
effect              larger              transfers           1
effect              lowering            earnings            1
effect              projections         has                 1
effect              transfers           aed                 1
effectively         increase            earnings            1
effectiveness       kind                transfers           1
effectiveness       transfer            growth              1
effects             actual              growth              1
effects             can                 incorporated        1
effects             changes             independent         1
effects             deviation           from                1
effects             high                unemployment        1
effects             income              maintenance         1
effects             transfers           however             1
efficiency          given               levels              1
efficiency          identical           target              1
efficiency          latter              counts              1
efficiency          programs            whether             1
efficiency          transfers           impact              1
effort              grows               relationship        1
effort              measured            t                   1
effort              relationship        need                1
eg                  average             earnings            1
eg                  ep                  n                   1
ego                 l                   therefore           1
ei                  ti                  earnings            1
either              earnings            poor                1
either              incorporate         information         1
either              were                labor               1
elasticitices       poverty             reduction           1
elasticities        f                   table               1
elasticities        labor               supply              1
elasticities        we                  extend              1
elasticities        which               taken               1
elasticity          differed            substantially       1
elements            difficult           incorporate         1
eligibility         criteria            accommodate         1
empirical           results             base                1
employment          rates               brought             1
endogenous          project             partially           1
endogenous          variable            which               1
enough              allow               new                 1
enough              cut                 poverty             1
enough              labor               market              1
ensure              comparability       common              1
enterprise          institute           public              1
ep                  added               together            1
ep                  additional          measure             1
ep                  each                demographic         1
ep                  ep                  f                   1
ep                  f                   nl                  1
ep                  falling             while               1
ep                  fol                 ln                  1
ep                  incidence           earnings            1
ep                  line                ep                  1
ep                  line                p                   1
ep                  projected           also                1
ep                  projected           using               1
ep                  result              ep                  1
ep                  since               method              1
ep                  superior            simple              1
ep                  therefore           depend              1
ep                  tight               labor               1
ep                  yields              future              1
epo                 assumed             maintain            1
epo                 ep                  each                1
epo                 ep                  ep                  1
epo                 ep                  lf                  1
epo                 ep                  line                1
epo                 equation            indicates           1
epo                 equations           table               1
epo                 fl                  ln                  1
epo                 fnl                 l                   1
epo                 increased           additional          1
epo                 n                   households          1
epo                 over                estimation          1
epo                 projected           basis               1
epo                 r                   where               1
epo                 rising              two                 1
epo                 u                   quite               1
epo                 which               together            1
epo                 would               decrease            1
equally             applicable          all                 1
equally             well                spell               1
equals              lnl                 al                  1
equation            al                  can                 1
equation            cyclical            variable            1
equation            has                 taken               1
equation            indicates           maximum             1
equation            indicates           spread              1
equation            only                would               1
equation            since               part                1
equation            solved              method              1
equation            used                project             1
equations           assume              underlying          1
equations           dependent           variable            1
equations           estimated           project             1
equations           used                project             1
erode               poverty             except              1
err                 side                since               1
errors              shown               parentheses         1
establishing        plausible           range               1
estimated           equations           used                1
estimated           from                full                1
estimated           project             incidence           1
estimated           two                 stage               1
estimated           using               reduced             1
estimates           aed                 can                 1
estimates           based               equations           1
estimates           costs               caseloads           1
estimates           income              substitu            1
estimates           induced             changes             1
estimates           journal             human               1
estimates           may                 have                1
estimates           note                base                1
estimates           serves              starting            1
estimating          labor               supply              1
estimation          period              adjustment          1
estimation          period              growth              1
estimation          period              high                1
estimation          period              major               1
estimation          period              project             1
estimation          period              projecting          1
estimation          period              undoubtedly         1
eugene              smolensky           paul                1
eugene              smolensky           public              1
evaluated           r                   lnl                 1
evaluated           where               r                   1
evaluation          u                   s                   1
even                constant            unemploy            1
even                don                 t                   1
even                face                economic            1
even                growth              does                1
even                households          members             1
even                under               optimistic          1
events              economic            growth              1
every               year                isolate             1
evidence            income              maintenance         1
evidence            seemed              clear               1
exact               value               depending           1
examined            later               however             1
examining           distribution        over                1
examples            more                general             1
exceed              aed                 using               1
exceed              one                 latter              1
except              few                 hard                1
exchange            between             aaron               1
excluding           medical             assistance          1
exhibited           very                different           1
existence           unemployment        insurance           1
existing            cash                transfer            1
existing            funds               may                 1
existing            programs            different           1
existing            programs            index               1
exogenous           policy              changes             1
exp                 wl                  r                   1
expanded            whether             guarantee           1
expanding           transfer            expenditures        1
expansion           transfers           other               1
expansion           transfers           plotnick            1
expect              when                need                1
expectation         total               money               1
expected            economic            growth              1
expenditures        between             cash                1
expenditures        second              column              1
expenditures        would               grow                1
experience          lower               poverty             1
experienced         struc               tural               1
experiments         some                labor               1
explains            level               trend               1
explicit            assumptions         about               1
explicit            distinc             tion                1
explicit            policy              decisions           1
explicitly          account             projections         1
expressed           terms               cumulative          1
extend              plotnick            s                   1
extensively         aggregate           earnings            1
extent              earnings            shortfall           1
extent              poverty             among               1
extrapolating       past                trend               1
extrapolations      past                trends              1
f                   change              substan             1
f                   increase            transfer            1
f                   ln                  x                   1
f                   muth                comparisons         1
f                   nl                  ri                  1
f                   projected           stabilize           1
f                   proportion          households          1
f                   should              compared            1
f                   t                   t                   1
f                   were                also                1
face                economic            growth              1
fact                slope               earnings            1
factors             alter               relationship        1
factors             examined            later               1
factors             explicitly          account             1
factors             other               than                1
factors             responsible         lack                1
fairly              accurately          predicted           1
fairly              constant            incidence           1
falling             while               epo                 1
families            f                   proportion          1
families            increase            unemployment        1
families            persons             column              1
families            quarterly           journal             1
families            under               alternative         1
family              stability           effects             1
far                 largest             source              1
far                 necessary           reduced             1
fast                cash                transfers           1
fast                did                 totalgottschalk     1
fast                enough              allow               1
fast                grew                over                1
fast                meet                earlier             1
fast                national            grow                1
fast                real                gnp                 1
fast                though              t                   1
faster              than                real                1
feedback            impact              projections         1
feedback            transfers           f                   1
feedbacks           e                   g                   1
felicity            skidmore            progress            1
female              aged                headed              1
female              headed              families            1
female              headship            economic            1
fer                 policy              purpose             1
fers                even                don                 1
few                 hard                core                1
fewer               households          below               1
figures             derived             from                1
figures             shown               billions            1
figures             shown               table               1
fill                remaining           gap                 1
filling             efficiency          given               1
filling             efficiency          identical           1
filling             transfers           assumed             1
filling             transfers           based               1
filling             transfers           dt                  1
filling             transfers           exact               1
filling             transfers           projections         1
filling             transfers           received            1
filling             transfers           t                   1
finally             i                   assume              1
finally             we                  could               1
finally             we                  must                1
find                standard            deviation           1
finds               pretransfer         income              1
first               assumes             transfers           1
first               earnings            poverty             1
first               five                year                1
first               scenario            shows               1
first               scenario            suggests            1
first               step                involved            1
first               step                projecting          1
first               step                toward              1
first               third               equations           1
fiscal              austerity           given               1
fit                 good                equation            1
five                ten                 years               1
fixed               demographic         weights             1
fl                  ln                  x                   1
fl                  x                   ln                  1
fnl                 l                   oic                 1
focused             cash                programs            1
fol                 ln                  x                   1
follow              path                projected           1
following           function            showing             1
following           general             aed                 1
following           sections            makes               1
follows             definition          al                  1
food                stamps              housing             1
forces              causing             secular             1
forces              induced             labor               1
fore                casting             period              1
fore                chosen              introduce           1
forecast            poverty             have                1
forecasting         t                   cr                  1
forecasting         years               aged                1
forecasts           any                 systematic          1
forecasts           demographic         projections         1
forecasts           posttransfer        poverty             1
forecasts           total               unemployment        1
forget              people              may                 1
form                coefficient         combines            1
form                earnings            poor                1
form                equation            cyclical            1
form                equation            since               1
form                equations           assume              1
form                has                 best                1
form                log                 linear              1
form                used                since               1
former              far                 largest             1
former              stops               counting            1
found               yearly              volumes             1
foundations         poverty             projections         1
four                different           assumptions         1
four                parts               section             1
four                possibilities       come                1
fourth              scenarios           highly              1
free                interpretation      coefficients        1
freezing            its                 real                1
french              lydall              structure           1
from                data                zero                1
from                economic            growth              1
from                full                distribution        1
from                growing             very                1
from                growth              thornton            1
from                increases           transfer            1
from                large               macro               1
from                masters             garfinkel           1
from                mean                standard            1
from                past                trends              1
from                projections         aid                 1
from                retabulation        march               1
from                series              b                   1
from                standard            deviation           1
from                statistical         abstract            1
from                substitution        leisure             1
from                t                   t                   1
from                two                 projected           1
from                very                small               1
from                yearly              reports             1
full                distribution        however             1
full                poverty             budget              1
function            aed                 f                   1
function            left                right               1
function            linear              parameters          1
function            showing             relationship        1
function            yields              predictions         1
functional          form                log                 1
funds               effort              grows               1
funds               may                 better              1
funds               when                many                1
further             complicated         wide                1
further             declines            posttransfer        1
further             decreases           posttransfer        1
future              levels              poverty             1
future              transfer            growth              1
future              values              ep                  1
future              values              incidence           1
future              values              t                   1
future              year                word                1
g                   all                 unemployment        1
g                   cain                harold              1
g                   labor               supply              1
gain                directly            from                1
gaining             utility             from                1
gallaway            foundations         war                 1
gap                 aed                 calculated          1
gap                 full                poverty             1
gap                 has                 been                1
gap                 remaining           after               1
gap                 t                   aed                 1
gaps                accompany           additional          1
gaps                easy                target              1
gaps                however             total               1
gaps                resulting           gap                 1
garfinkel           estimating          labor               1
gate                fixed               demographic         1
general             aed                 function            1
general             technique           paper               1
generate            amounts             gap                 1
generate            t                   those               1
generated           income              buy                 1
generated           incomes             cash                1
george              cobb                william             1
get                 some                additional          1
give                ambiguous           picture             1
given               levels              t                   1
given               partial             y                   1
given               plausible           scenarios           1
given               projections         n                   1
given               projections         what                1
given               show                how                 1
given               various             scenarios           1
gives               earnings            poverty             1
gives               growth              rate                1
gives               guidance            establishing        1
giving              fairly              constant            1
glen                cain                harold              1
glen                g                   cain                1
gloomy              even                under               1
gnp                 constant            posttransfer        1
gnp                 constant            third               1
gnp                 decline             poverty             1
gnp                 ratio               constant            1
gnp                 would               have                1
go                  from                t                   1
going               target              population          1
goods               declined            rapidly             1
gottschalk          abstract            previous            1
gottschalk          earnings            transfers           1
govern              ment                printing            1
government          printing            office              1
government          transfers           distribution        1
greater             than                zero                1
greenwich           conn                jai                 1
grew                from                very                1
grew                higher              historical          1
grew                over                estimation          1
grew                over                time                1
grew                same                rate                1
grew                sufficiently        fast                1
group               assump              tion                1
group               may                 may                 1
group               reaggre             gate                1
groups              like                service             1
grow                fast                cash                1
grow                fast                enough              1
grow                fast                grew                1
grow                fast                national            1
grow                fast                population          1
grow                fast                real                1
grow                grow                fast                1
grow                previous            rates               1
grow                rapidly             reaching            1
grow                rapidly             size                1
grow                same                rate                1
grow                substantially       even                1
grow                substantially       faster              1
grow                substantially       while               1
growing             large               growth              1
growing             very                fast                1
grows               diminishing         rate                1
grows               more                quickly             1
grows               relationship        need                1
growth              aed                 depending           1
growth              after               adjusting           1
growth              been                reducing            1
growth              current             cash                1
growth              difficult           measure             1
growth              does                trickle             1
growth              earnings            both                1
growth              elasticitices       poverty             1
growth              extent              poverty             1
growth              hence               have                1
growth              hence               posttransfer        1
growth              keeping             real                1
growth              log                 median              1
growth              my                  projections         1
growth              number              households          1
growth              o                   epo                 1
growth              one                 should              1
growth              per                 se                  1
growth              population          income              1
growth              posttransfer        poverty             1
growth              rate                absolute            1
growth              rate                aed                 1
growth              rate                gap                 1
growth              rate                holding             1
growth              rates               applied             1
growth              real                household           1
growth              reduced             earnings            1
growth              shown               rather              1
growth              t                   we                  1
growth              thornton            et                  1
growth              though              scenario            1
growth              transfers           can                 1
growth              transfers           continue            1
growth              transfers           during              1
growth              transfers           effect              1
growth              transfers           first               1
growth              transfers           over                1
growth              transfers           resulting           1
growth              transfers           shown               1
growth              transfers           sufficient          1
growth              transfers           target              1
growth              trickle             down                1
growth              which               would               1
growth              would               erode               1
growth              y                   projections         1
guarantee           increased           tax                 1
guarantees          benefit             reduction           1
guidance            establishing        plausible           1
h                   locke               anderson            1
h                   masters             irwin               1
had                 make                implicit            1
hand                politi              cal                 1
hand                shift               composition         1
hard                core                pockets             1
harold              french              lydall              1
harold              w                   watts               1
harold              watts               toward              1
has                 appreciable         effect              1
has                 been                filled              1
has                 been                less                1
has                 been                partially           1
has                 been                projected           1
has                 best                theoretical         1
has                 draw                back                1
has                 draw                backs               1
has                 experienced         struc               1
has                 growth              been                1
has                 little              impact              1
has                 required            properties          1
have                accompanied         increase            1
have                adjusted            depending           1
have                adjusted            downward            1
have                argued              convincingly        1
have                brought             down                1
have                come                from                1
have                exhibited           very                1
have                fore                chosen              1
have                generate            t                   1
have                grow                substantially       1
have                had                 make                1
have                ignored             possibility         1
have                large               gaps                1
have                made                explicit            1
have                made                our                 1
have                obtained            higher              1
have                strong              effect              1
have                strong              work                1
having              strong              labor               1
having              zero                earnings            1
headed              aged                member              1
headed              families            f                   1
headed              house               holds               1
headed              households          between             1
headed              households          endogenous          1
headed              households          follow              1
headed              households          increase            1
headed              households          percentage          1
headship            economic            well                1
healthy             increase            gnp                 1
help                obtaining           some                1
hence               aggregate           deficit             1
hence               decrease            posttransfer        1
hence               have                low                 1
hence               lead                artificial          1
hence               posttransfer        poverty             1
hence               rate                poverty             1
hence               smaller             aed                 1
henry               aaron               foundations         1
her                 assumed             relationship        1
high                unemployment        levels              1
high                unemployment        reduction           1
high                which               through             1
higher              earnings            poverty             1
higher              earnings            those               1
higher              elasticities        we                  1
higher              historical          rate                1
higher              induced             increase            1
highly              correlated          refinement          1
highly              unlikely            days                1
his                 her                 assumed             1
his                 income              substitution        1
his                 labor               supply              1
historical          rate                larger              1
hogan               john                palmer              1
holding             transfers           per                 1
holds               also                projected           1
holds               alternative         would               1
holds               demographic         shifts              1
holds               earnings            greater             1
holds               even                households          1
holds               some                earnings            1
holds               zero                earnings            1
home                production          market              1
house               holds               also                1
house               holds               alternative         1
house               holds               demographic         1
house               holds               earnings            1
house               holds               some                1
house               holds               zero                1
household           income              increases           1
household           one                 year                1
households          below               poverty             1
households          earnings            c                   1
households          endogenous          project             1
households          equation            al                  1
households          f                   projected           1
households          follow              path                1
households          have                large               1
households          headed              aged                1
households          increase            proportion          1
households          lower               tail                1
households          may                 benefit             1
households          members             nonaged             1
households          n                   projected           1
households          n                   total               1
households          percentage          total               1
households          r                   cumulative          1
households          some                earnings            1
households          zero                earings             1
households          zero                earnings            1
housing             assistance          table               1
how                 important           has                 1
how                 large               t                   1
how                 little              economic            1
how                 sensi               tive                1
how                 sensitive           results             1
however             captures            changes             1
however             comparisons         similar             1
however             give                ambiguous           1
however             ignores             many                1
however             leave               unanswered          1
however             methodology         developed           1
however             projected           grow                1
however             require             us                  1
however             since               all                 1
however             subject             much                1
however             tend                cancel              1
however             total               effort              1
however             transfer            expenditures        1
however             we                  now                 1
however             were                significant         1
however             would               cost                1
however             would               minor               1
human               resources           appendix            1
human               resources           both                1
